trajectory_id,point_id,x,y,z,arc_length
0,124,-0.10717606,-0.6299478,-10.203086,124
0,125,-0.11015644,-0.62994725,-10.203077,125
0,126,-0.11225527,-0.62994695,-10.203068,126
0,127,-0.11405257,-0.6299464,-10.203057,127
0,128,-0.11668009,-0.62994564,-10.203039,128
0,129,-0.118128896,-0.6299448,-10.203023,129
0,130,-0.117389135,-0.6299443,-10.20301,130
0,131,-0.11584157,-0.629944,-10.203002,131
0,132,-0.114286885,-0.62994397,-10.202999,132
0,133,-0.11316585,-0.62994385,-10.202994,133
0,134,-0.11000734,-0.62994426,-10.203,134
0,135,-0.10653937,-0.62994474,-10.20301,135
0,136,-0.10426875,-0.6299454,-10.203021,136
0,137,-0.10242664,-0.6299462,-10.203034,137
0,138,-0.09977735,-0.629947,-10.203053,138
0,139,-0.099710606,-0.62994766,-10.203066,139
0,140,-0.10046392,-0.62994826,-10.203075,140
0,141,-0.1011896,-0.62994874,-10.203086,141
0,142,-0.10738795,-0.6299484,-10.203081,142
0,143,-0.11176285,-0.62994784,-10.203071,143
0,144,-0.11468452,-0.6299473,-10.203061,144
0,145,-0.11694419,-0.6299466,-10.203045,145
0,146,-0.11842298,-0.6299459,-10.2030325,146
0,147,-0.119556576,-0.62994504,-10.203016,147
0,148,-0.1193884,-0.62994444,-10.203005,148
0,149,-0.11743822,-0.62994415,-10.202999,149
0,150,-0.114112206,-0.62994415,-10.203,150
0,151,-0.11069677,-0.62994444,-10.203006,151
0,152,-0.10782811,-0.6299448,-10.203013,152
0,153,-0.10572218,-0.6299452,-10.203024,153
0,154,-0.1041666,-0.62994564,-10.203033,154
0,155,-0.1031632,-0.62994605,-10.203042,155
0,156,-0.10147653,-0.62994665,-10.2030525,156
0,157,-0.100283444,-0.6299472,-10.203061,157
0,158,-0.09990897,-0.6299475,-10.203071,158
0,159,-0.0998095,-0.62994784,-10.203075,159
0,160,-0.09888568,-0.62994844,-10.203087,160
0,161,-0.10034983,-0.6299486,-10.203092,161
0,162,-0.102705166,-0.62994874,-10.203094,162
0,163,-0.10222095,-0.62994903,-10.203098,163
0,164,-0.1022689,-0.6299493,-10.2031,164
0,165,-0.11002906,-0.6299484,-10.203085,165
0,166,-0.11621976,-0.6299472,-10.203066,166
0,167,-0.120986804,-0.6299458,-10.203042,167
0,168,-0.12199658,-0.6299446,-10.203019,168
0,169,-0.12143835,-0.62994355,-10.202999,169
0,170,-0.12068082,-0.6299427,-10.202982,170
0,171,-0.117336966,-0.6299421,-10.202971,171
0,172,-0.114732966,-0.6299418,-10.202964,172
0,173,-0.112521015,-0.62994164,-10.20296,173
0,174,-0.10840317,-0.629942,-10.202968,174
0,175,-0.10669099,-0.6299423,-10.202973,175
0,176,-0.10622897,-0.6299424,-10.202979,176
0,177,-0.1059738,-0.6299426,-10.202987,177
0,178,-0.10706744,-0.6299427,-10.2029915,178
0,179,-0.107937224,-0.6299428,-10.202995,179
0,180,-0.10843391,-0.62994283,-10.202999,180
0,181,-0.1091054,-0.6299428,-10.203001,181
0,182,-0.110212125,-0.6299427,-10.203001,182
0,183,-0.11483506,-0.6299418,-10.202986,183
0,184,-0.117371544,-0.629941,-10.20297,184
0,185,-0.118253164,-0.62994033,-10.202958,185
0,186,-0.11842912,-0.6299397,-10.202946,186
0,187,-0.11831724,-0.6299391,-10.202935,187
0,188,-0.11845638,-0.6299385,-10.202922,188
0,189,-0.118393764,-0.6299378,-10.20291,189
0,190,-0.11875793,-0.62993705,-10.202894,190
0,191,-0.11932429,-0.6299361,-10.202877,191
0,192,-0.11984836,-0.6299352,-10.20286,192
0,193,-0.11986798,-0.6299345,-10.202844,193
0,194,-0.11993206,-0.62993383,-10.202828,194
0,195,-0.120214835,-0.6299331,-10.202814,195
0,196,-0.118533045,-0.6299327,-10.202807,196
0,197,-0.11721204,-0.62993246,-10.202803,197
0,198,-0.11636162,-0.62993234,-10.202797,198
0,199,-0.115166485,-0.62993234,-10.202797,199
1,0,0.018661018,-0.10883053,-2.330439,0
1,1,0.011421662,-0.25288874,-4.9195414,1
1,2,-0.007457828,-0.41692573,-7.454074,2
1,3,-0.03237952,-0.54073924,-9.117673,3
1,4,-0.060811598,-0.6007875,-9.85641,4
1,5,-0.085463926,-0.6216971,-10.105035,5
1,6,-0.09881151,-0.6276585,-10.176112,6
1,7,-0.10922737,-0.6292412,-10.195115,7
1,8,-0.115623996,-0.6296956,-10.200497,8
1,9,-0.11897045,-0.6298464,-10.202256,9
1,10,-0.12156523,-0.6299056,-10.2029295,10
1,11,-0.12437101,-0.62993234,-10.203233,11
1,12,-0.12742941,-0.6299462,-10.203386,12
1,13,-0.13035844,-0.629954,-10.203472,13
1,14,-0.1331897,-0.6299586,-10.203523,14
1,15,-0.13565286,-0.62996167,-10.203555,15
1,16,-0.1378144,-0.6299638,-10.203578,16
1,17,-0.13916238,-0.6299652,-10.203592,17
1,18,-0.14016484,-0.62996614,-10.203605,18
1,19,-0.14222324,-0.62996703,-10.203612,19
1,20,-0.14410122,-0.6299677,-10.203617,20
1,21,-0.14504306,-0.62996805,-10.203621,21
1,22,-0.14535329,-0.6299684,-10.203626,22
1,23,-0.14547186,-0.6299686,-10.203629,23
1,24,-0.14492828,-0.6299688,-10.20363,24
1,25,-0.14514533,-0.62996894,-10.203631,25
1,26,-0.14552563,-0.6299691,-10.203633,26
1,27,-0.14605929,-0.6299691,-10.203636,27
1,28,-0.14726314,-0.62996924,-10.203637,28
1,29,-0.14802894,-0.62996936,-10.203637,29
1,30,-0.14853705,-0.6299693,-10.203636,30
1,31,-0.1484524,-0.6299694,-10.203637,31
1,32,-0.14772181,-0.6299694,-10.203637,32
1,33,-0.14699166,-0.6299694,-10.203639,33
1,34,-0.1461584,-0.6299694,-10.20364,34
1,35,-0.14551288,-0.6299694,-10.203641,35
1,36,-0.14242436,-0.6299694,-10.203642,36
1,37,-0.14190508,-0.62996954,-10.203642,37
1,38,-0.14182985,-0.6299694,-10.203645,38
1,39,-0.14198826,-0.6299695,-10.203646,39
1,40,-0.14343256,-0.62996954,-10.203646,40
1,41,-0.1450439,-0.62996954,-10.203646,41
1,42,-0.14556265,-0.6299695,-10.203646,42
1,43,-0.14522383,-0.6299694,-10.203647,43
1,44,-0.14472103,-0.6299693,-10.203646,44
1,45,-0.1443849,-0.6299694,-10.203646,45
1,46,-0.14163417,-0.62996924,-10.203647,46
1,47,-0.13977572,-0.62996924,-10.203649,47
1,48,-0.1386099,-0.6299693,-10.203649,48
1,49,-0.13722682,-0.6299695,-10.20365,49
1,50,-0.13624197,-0.6299696,-10.20365,50
1,51,-0.13558924,-0.6299697,-10.203651,51
1,52,-0.13451588,-0.62997,-10.203651,52
1,53,-0.13331284,-0.62997013,-10.203653,53
1,54,-0.13390203,-0.6299702,-10.203654,54
1,55,-0.13451411,-0.6299702,-10.203656,55
1,56,-0.13482347,-0.6299703,-10.203656,56
1,57,-0.13425568,-0.62997013,-10.203658,57
1,58,-0.13318324,-0.62997013,-10.203658,58
1,59,-0.13253546,-0.62997013,-10.203659,59
1,60,-0.1316582,-0.6299702,-10.203659,60
1,61,-0.13102466,-0.6299702,-10.20366,61
1,62,-0.13048257,-0.62997043,-10.20366,62
1,63,-0.13150354,-0.62997043,-10.20366,63
1,64,-0.13283429,-0.62997055,-10.203658,64
1,65,-0.13251616,-0.62997055,-10.203659,65
1,66,-0.13508564,-0.6299706,-10.203656,66
1,67,-0.13793443,-0.6299707,-10.203654,67
1,68,-0.14000966,-0.62997067,-10.203653,68
1,69,-0.141933,-0.62997067,-10.203651,69
1,70,-0.14335938,-0.6299706,-10.2036495,70
1,71,-0.14424033,-0.6299705,-10.203649,71
1,72,-0.14490683,-0.62997043,-10.203647,72
1,73,-0.14584237,-0.6299703,-10.203646,73
1,74,-0.14659722,-0.62997025,-10.203645,74
1,75,-0.14749572,-0.6299702,-10.203645,75
1,76,-0.1495897,-0.62997013,-10.203642,76
1,77,-0.150935,-0.62997013,-10.203642,77
1,78,-0.15112405,-0.6299701,-10.203642,78
1,79,-0.15022625,-0.62997,-10.203641,79
1,80,-0.1484133,-0.6299699,-10.20364,80
1,81,-0.14658588,-0.6299698,-10.203641,81
1,82,-0.14527386,-0.6299697,-10.203641,82
1,83,-0.14227712,-0.62996984,-10.20364,83
1,84,-0.13955444,-0.62996966,-10.203641,84
1,85,-0.13747606,-0.6299697,-10.203644,85
1,86,-0.13599698,-0.62996966,-10.203645,86
1,87,-0.13422668,-0.62996966,-10.203646,87
1,88,-0.1340622,-0.6299697,-10.203649,88
1,89,-0.13473679,-0.6299699,-10.2036495,89
1,90,-0.1353702,-0.62996984,-10.2036495,90
1,91,-0.13755323,-0.62996995,-10.2036495,91
1,92,-0.1393495,-0.62997,-10.2036495,92
1,93,-0.14091623,-0.62997,-10.20365,93
1,94,-0.14343072,-0.62997,-10.2036495,94
1,95,-0.14530535,-0.6299698,-10.203647,95
1,96,-0.14831886,-0.62996954,-10.203645,96
1,97,-0.15091704,-0.6299695,-10.203642,97
1,98,-0.15299818,-0.6299693,-10.20364,98
1,99,-0.15537126,-0.6299692,-10.203636,99
1,100,-0.15601783,-0.62996906,-10.203633,100
1,101,-0.15572712,-0.62996894,-10.203631,101
1,102,-0.15532815,-0.6299687,-10.203629,102
1,103,-0.15189935,-0.6299685,-10.203627,103
1,104,-0.14883116,-0.6299684,-10.203627,104
1,105,-0.14658584,-0.62996817,-10.203626,105
1,106,-0.14368224,-0.62996817,-10.203626,106
1,107,-0.1439483,-0.6299681,-10.203626,107
1,108,-0.14550835,-0.62996817,-10.203627,108
1,109,-0.14733028,-0.6299681,-10.203627,109
1,110,-0.15149486,-0.62996817,-10.203624,110
1,111,-0.1519013,-0.62996817,-10.203622,111
1,112,-0.14996377,-0.62996817,-10.203622,112
1,113,-0.14560531,-0.6299681,-10.203622,113
1,114,-0.14462008,-0.629968,-10.203624,114
1,115,-0.14640273,-0.6299681,-10.203626,115
1,116,-0.15025868,-0.6299682,-10.203624,116
1,117,-0.1507655,-0.6299682,-10.203623,117
1,118,-0.14818497,-0.62996817,-10.203623,118
1,119,-0.14365184,-0.6299681,-10.203626,119
1,120,-0.14230707,-0.6299681,-10.203627,120
1,121,-0.1429824,-0.62996817,-10.203628,121
1,122,-0.14402929,-0.6299683,-10.20363,122
1,123,-0.1451242,-0.6299683,-10.20363,123
1,124,-0.14595124,-0.62996835,-10.20363,124
1,125,-0.14774497,-0.62996835,-10.203629,125
1,126,-0.14955813,-0.6299684,-10.203629,126
1,127,-0.15097657,-0.62996846,-10.203628,127
1,128,-0.15280017,-0.6299686,-10.203627,128
1,129,-0.15416181,-0.6299685,-10.203627,129
1,130,-0.15386786,-0.6299686,-10.203626,130
1,131,-0.15283109,-0.6299685,-10.203626,131
1,132,-0.15168105,-0.6299685,-10.203623,132
1,133,-0.15084727,-0.6299685,-10.203624,133
1,134,-0.14874075,-0.6299685,-10.203623,134
1,135,-0.14608938,-0.6299684,-10.203622,135
1,136,-0.14421386,-0.6299683,-10.203623,136
1,137,-0.14275587,-0.62996835,-10.203624,137
1,138,-0.14073041,-0.62996835,-10.203624,138
1,139,-0.14033426,-0.6299684,-10.203626,139
1,140,-0.14077498,-0.6299685,-10.203626,140
1,141,-0.14127867,-0.6299685,-10.203626,141
1,142,-0.1457796,-0.6299686,-10.203626,142
1,143,-0.14958864,-0.62996876,-10.203624,143
1,144,-0.15218586,-0.6299688,-10.203623,144
1,145,-0.15412469,-0.6299688,-10.203622,145
1,146,-0.15540612,-0.6299689,-10.203621,146
1,147,-0.15640236,-0.6299689,-10.203621,147
1,148,-0.15642482,-0.6299688,-10.203619,148
1,149,-0.15502939,-0.6299687,-10.203619,149
1,150,-0.15252694,-0.6299686,-10.203618,150
1,151,-0.14982799,-0.62996846,-10.203619,151
1,152,-0.14751755,-0.6299683,-10.203621,152
1,153,-0.14588432,-0.6299683,-10.203624,153
1,154,-0.14475484,-0.6299682,-10.203623,154
1,155,-0.14411977,-0.62996817,-10.203626,155
1,156,-0.14263795,-0.629968,-10.203627,156
1,157,-0.14196216,-0.6299681,-10.203627,157
1,158,-0.14170551,-0.6299681,-10.203627,158
1,159,-0.14155719,-0.6299681,-10.203627,159
1,160,-0.1408579,-0.6299681,-10.203626,160
1,161,-0.14169003,-0.62996817,-10.203624,161
1,162,-0.14334738,-0.6299682,-10.203623,162
1,163,-0.14325832,-0.6299682,-10.203621,163
1,164,-0.14317355,-0.6299682,-10.203618,164
1,165,-0.14880852,-0.62996835,-10.203618,165
1,166,-0.15452859,-0.6299685,-10.203614,166
1,167,-0.1588274,-0.62996846,-10.203613,167
1,168,-0.16031371,-0.6299684,-10.203609,168
1,169,-0.16031921,-0.6299684,-10.203608,169
1,170,-0.15997604,-0.62996817,-10.203607,170
1,171,-0.15764779,-0.62996787,-10.203604,171
1,172,-0.1557072,-0.62996775,-10.203603,172
1,173,-0.15405235,-0.6299676,-10.203603,173
1,174,-0.15100999,-0.6299674,-10.203602,174
1,175,-0.14971904,-0.62996733,-10.2036,175
1,176,-0.14923967,-0.6299673,-10.2036,176
1,177,-0.14901021,-0.6299672,-10.2036,177
1,178,-0.15003146,-0.6299673,-10.203599,178
1,179,-0.15065084,-0.6299673,-10.203599,179
1,180,-0.15106942,-0.62996733,-10.2036,180
1,181,-0.15161401,-0.62996733,-10.203602,181
1,182,-0.15234375,-0.6299674,-10.203602,182
1,183,-0.1555306,-0.62996745,-10.203602,183
1,184,-0.15780567,-0.6299676,-10.203602,184
1,185,-0.15857588,-0.6299676,-10.2036,185
1,186,-0.15858775,-0.6299676,-10.2036,186
1,187,-0.1583713,-0.62996745,-10.203599,187
1,188,-0.15829371,-0.62996745,-10.203602,188
1,189,-0.1582264,-0.6299674,-10.203599,189
1,190,-0.15815362,-0.6299673,-10.203599,190
1,191,-0.15884636,-0.6299673,-10.203598,191
1,192,-0.15963678,-0.6299672,-10.203597,192
1,193,-0.15994783,-0.6299673,-10.203595,193
1,194,-0.16006856,-0.6299674,-10.203597,194
1,195,-0.16025831,-0.6299673,-10.203597,195
1,196,-0.15906277,-0.6299672,-10.203595,196
1,197,-0.1581561,-0.62996715,-10.203595,197
1,198,-0.15757403,-0.6299672,-10.203594,198
1,199,-0.15678917,-0.62996715,-10.203594,199
2,0,0.011425442,-0.10680232,-2.398735,0
2,1,0.008764069,-0.23494273,-4.696689,1
2,2,0.0068221805,-0.3748735,-6.836267,2
2,3,0.004114921,-0.49346006,-8.471967,3
2,4,-0.0022180607,-0.5690481,-9.440551,4
2,5,-0.013591856,-0.606632,-9.9057045,5
2,6,-0.02921591,-0.62192905,-10.095852,6
2,7,-0.049333412,-0.6272538,-10.1644125,7
2,8,-0.06947388,-0.62900704,-10.18844,8
2,9,-0.086533435,-0.6295932,-10.197122,9
2,10,-0.10083117,-0.6298039,-10.200477,10
2,11,-0.108367756,-0.62989074,-10.201937,11
2,12,-0.111739494,-0.6299304,-10.202633,12
2,13,-0.11132911,-0.6299508,-10.203001,13
2,14,-0.11241081,-0.62996197,-10.2032,14
2,15,-0.11422837,-0.6299685,-10.203318,15
2,16,-0.117231034,-0.62997246,-10.203391,16
2,17,-0.11668641,-0.6299754,-10.203442,17
2,18,-0.113919914,-0.6299775,-10.203478,18
2,19,-0.109762534,-0.62997925,-10.203507,19
2,20,-0.108934,-0.6299803,-10.203525,20
2,21,-0.1088828,-0.6299811,-10.203538,21
2,22,-0.109635085,-0.62998176,-10.2035475,22
2,23,-0.110316634,-0.6299822,-10.203555,23
2,24,-0.11069894,-0.62998253,-10.203558,24
2,25,-0.1128398,-0.6299828,-10.203561,25
2,26,-0.11409501,-0.62998307,-10.203563,26
2,27,-0.115172386,-0.6299832,-10.203566,27
2,28,-0.11714812,-0.6299833,-10.203567,28
2,29,-0.11809582,-0.62998337,-10.203566,29
2,30,-0.117274396,-0.62998354,-10.203568,30
2,31,-0.115873046,-0.62998366,-10.203569,31
2,32,-0.11449627,-0.6299838,-10.203571,32
2,33,-0.11353102,-0.629984,-10.203574,33
2,34,-0.11077595,-0.6299842,-10.203576,34
2,35,-0.1081168,-0.6299844,-10.203578,35
2,36,-0.10645083,-0.62998456,-10.203579,36
2,37,-0.10504092,-0.6299847,-10.203583,37
2,38,-0.102990046,-0.6299849,-10.203585,38
2,39,-0.10298399,-0.62998503,-10.203585,39
2,40,-0.10335353,-0.62998503,-10.203585,40
2,41,-0.10370798,-0.62998503,-10.203586,41
2,42,-0.108392656,-0.62998486,-10.203583,42
2,43,-0.11119547,-0.62998474,-10.203583,43
2,44,-0.11331197,-0.62998474,-10.20358,44
2,45,-0.115020216,-0.62998456,-10.20358,45
2,46,-0.11617329,-0.6299845,-10.203579,46
2,47,-0.11711732,-0.6299843,-10.203578,47
2,48,-0.11693136,-0.62998426,-10.203576,48
2,49,-0.115405925,-0.6299842,-10.203578,49
2,50,-0.11293354,-0.6299842,-10.20358,50
2,51,-0.11060629,-0.62998426,-10.203583,51
2,52,-0.10884563,-0.6299843,-10.203584,52
2,53,-0.10771993,-0.6299843,-10.203581,53
2,54,-0.10696528,-0.62998444,-10.203583,54
2,55,-0.106545486,-0.6299845,-10.203584,55
2,56,-0.10560538,-0.6299846,-10.203583,56
2,57,-0.10513605,-0.6299846,-10.203584,57
2,58,-0.10485575,-0.6299848,-10.203585,58
2,59,-0.10466444,-0.62998486,-10.203584,59
2,60,-0.103704534,-0.629985,-10.203584,60
2,61,-0.10460012,-0.629985,-10.203585,61
2,62,-0.10608888,-0.6299849,-10.203583,62
2,63,-0.10536694,-0.629985,-10.203585,63
2,64,-0.105223194,-0.62998503,-10.203584,64
2,65,-0.11085074,-0.62998474,-10.203578,65
2,66,-0.114526294,-0.62998456,-10.203576,66
2,67,-0.118016794,-0.6299843,-10.203573,67
2,68,-0.118771344,-0.62998414,-10.203571,68
2,69,-0.11864576,-0.62998396,-10.20357,69
2,70,-0.11836041,-0.6299839,-10.203569,70
2,71,-0.11603092,-0.6299839,-10.20357,71
2,72,-0.11449899,-0.62998396,-10.203571,72
2,73,-0.11303517,-0.62998384,-10.203571,73
2,74,-0.11013785,-0.629984,-10.203573,74
2,75,-0.10886663,-0.62998414,-10.203573,75
2,76,-0.10827879,-0.629984,-10.203574,76
2,77,-0.1080047,-0.629984,-10.203573,77
2,78,-0.10839957,-0.629984,-10.203575,78
2,79,-0.108729154,-0.6299839,-10.203574,79
2,80,-0.10901944,-0.6299839,-10.203574,80
2,81,-0.10939064,-0.62998384,-10.203574,81
2,82,-0.11016604,-0.6299837,-10.203573,82
2,83,-0.113804966,-0.6299835,-10.20357,83
2,84,-0.11556935,-0.6299833,-10.203569,84
2,85,-0.11628577,-0.6299831,-10.203568,85
2,86,-0.11659074,-0.62998307,-10.203567,86
2,87,-0.116733,-0.629983,-10.203567,87
2,88,-0.11716836,-0.6299829,-10.203566,88
2,89,-0.11731765,-0.6299828,-10.203565,89
2,90,-0.11840255,-0.6299827,-10.203565,90
2,91,-0.119584315,-0.6299827,-10.203561,91
2,92,-0.120306894,-0.62998265,-10.20356,92
2,93,-0.1203222,-0.62998253,-10.20356,93
2,94,-0.12033642,-0.62998253,-10.203557,94
2,95,-0.12049358,-0.6299825,-10.203557,95
2,96,-0.11928966,-0.6299826,-10.20356,96
2,97,-0.11836645,-0.62998253,-10.203558,97
2,98,-0.11764908,-0.6299827,-10.203558,98
2,99,-0.11665636,-0.6299827,-10.20356,99
2,100,-0.115918726,-0.6299828,-10.20356,100
2,101,-0.114165045,-0.629983,-10.203562,101
2,102,-0.113172345,-0.6299831,-10.203563,102
2,103,-0.10981897,-0.6299833,-10.203566,103
2,104,-0.107851,-0.6299835,-10.203568,104
2,105,-0.10629371,-0.6299836,-10.20357,105
2,106,-0.10485285,-0.6299838,-10.203571,106
2,107,-0.104108565,-0.6299839,-10.203574,107
2,108,-0.10383512,-0.62998396,-10.203575,108
2,109,-0.10343479,-0.629984,-10.203575,109
2,110,-0.10468144,-0.6299841,-10.203574,110
2,111,-0.10577439,-0.629984,-10.203574,111
2,112,-0.10664794,-0.629984,-10.203575,112
2,113,-0.107240885,-0.6299841,-10.203573,113
2,114,-0.108307675,-0.6299839,-10.203574,114
2,115,-0.11013673,-0.6299837,-10.203573,115
2,116,-0.11123623,-0.6299838,-10.203573,116
2,117,-0.11189865,-0.6299837,-10.203571,117
2,118,-0.11248207,-0.6299836,-10.20357,118
2,119,-0.11286952,-0.62998354,-10.203571,119
2,120,-0.113144204,-0.6299834,-10.203571,120
2,121,-0.11354371,-0.6299834,-10.20357,121
2,122,-0.113802694,-0.6299833,-10.203569,122
2,123,-0.11509164,-0.6299833,-10.203568,123
2,124,-0.11588996,-0.6299832,-10.203568,124
2,125,-0.11669215,-0.6299831,-10.203566,125
2,126,-0.1181002,-0.6299831,-10.203565,126
2,127,-0.11948621,-0.629983,-10.203562,127
2,128,-0.12039104,-0.6299828,-10.203562,128
2,129,-0.12049312,-0.62998277,-10.203561,129
2,130,-0.12014171,-0.6299828,-10.20356,130
2,131,-0.11974117,-0.6299828,-10.20356,131
2,132,-0.118423514,-0.6299829,-10.203561,132
2,133,-0.11744922,-0.6299829,-10.203561,133
2,134,-0.11681224,-0.6299829,-10.203561,134
2,135,-0.11417714,-0.62998295,-10.203563,135
2,136,-0.112661056,-0.62998307,-10.203565,136
